actor,movie_or_TV_name
Kazuhiko Inoue,Naruto Shippûden: Kizuna Drive
Kazuhiko Inoue,Detective Conan: The Lost Ship in the Sky
Kazuhiko Inoue,Halo Legends
Kazuhiko Inoue,Naruto: The Cross Roads - Za kurosu rôzu
Kazuhiko Inoue,Space Battleship Yamato Resurrection
Kazuhiko Inoue,The Sacred Blacksmith
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja Heroes 3
Kazuhiko Inoue,Naruto Shippûden: Dragon Blade Chronicles
Kazuhiko Inoue,Naruto Shippûden: Legends: Akatsuki Rising
Kazuhiko Inoue,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Kazuhiko Inoue,Maiden Rose
Kazuhiko Inoue,Detective Conan: The Raven Chaser
Kazuhiko Inoue,Natsume's Book of Friends
Kazuhiko Inoue,Bit Bullet
Kazuhiko Inoue,The Rose of Versailles
Kazuhiko Inoue,Naruto: The Broken Bond
Kazuhiko Inoue,Pattenrai!! - Minami no Shima no Mizu Monogatari
Kazuhiko Inoue,Naruto: Ultimate Ninja Storm
Kazuhiko Inoue,Naruto Shippuden: The Movie - Bonds
Kazuhiko Inoue,Mana kemia 2: Ochita gakuen to renkinjutsushi tachi
Kazuhiko Inoue,Detective Conan: Full Score of Fear
Kazuhiko Inoue,Junjou Romantica
Kazuhiko Inoue,Yotsunoha Dai 2 wa
Kazuhiko Inoue,Yotsunoha Dai 1 wa
Kazuhiko Inoue,Porufi no nagai tabi
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja 5
Kazuhiko Inoue,Hot Shots Golf: Open Tee 2
Kazuhiko Inoue,Ace Combat 6: Fires of Liberation
Kazuhiko Inoue,Detective Conan
Kazuhiko Inoue,Operation Darkness
Kazuhiko Inoue,Romeo x Juliet
Kazuhiko Inoue,Crisis Core: Final Fantasy VII
Kazuhiko Inoue,Naruto Shippûden: The Movie
Kazuhiko Inoue,Mana kemia: Gakuen no renkinjutsushi tachi
Kazuhiko Inoue,Darker Than Black
Kazuhiko Inoue,Detective Conan: Jolly Roger in the Deep Azure
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja 4
Kazuhiko Inoue,Kingdom Hearts II: Final Mix+
Kazuhiko Inoue,Dynasty Warriors Gundam
Kazuhiko Inoue,Naruto
Kazuhiko Inoue,Moonlight Mile
Kazuhiko Inoue,Shining Force EXA
Kazuhiko Inoue,Marginal Prince
Kazuhiko Inoue,Dawn of Mana
Kazuhiko Inoue,Naruto: Uzumaki Chronicles 2
Kazuhiko Inoue,The Galaxy Railways: Eternal Divergence
Kazuhiko Inoue,Ouran High School Host Club
Kazuhiko Inoue,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
Kazuhiko Inoue,Battle Stadium D.O.N.
Kazuhiko Inoue,Ergo Proxy
Kazuhiko Inoue,The Melancholy of Haruhi Suzumiya
Kazuhiko Inoue,Angel's Feather
Kazuhiko Inoue,Detective Conan: The Private Eyes' Requiem
Kazuhiko Inoue,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress
Kazuhiko Inoue,Mobile Suit Z Gundam 3: A New Translation - Love Is the Pulse of the Stars
Kazuhiko Inoue,Oroshitate Musical Nerima Daikon Brothers
Kazuhiko Inoue,Embracing Love: Cherished Spring
Kazuhiko Inoue,Kingdom Hearts II
Kazuhiko Inoue,Naruto: Finally a Clash!! Jounin vs. Genin!
Kazuhiko Inoue,Naruto: Ultimate Ninja 3
Kazuhiko Inoue,Mobile Suit Z Gundam 2: A New Translation - Lovers
Kazuhiko Inoue,Namco x Capcom
Kazuhiko Inoue,Detective Conan: Strategy Above the Depths
Kazuhiko Inoue,Haruka: Beyond the Stream of Time - A Tale of the Eight Guardians
Kazuhiko Inoue,"Iriya no sora, UFO no natsu: Rabu retâ"
Kazuhiko Inoue,Another Century's Episode
Kazuhiko Inoue,Naruto: Gekito Ninja Taisen! 3
Kazuhiko Inoue,The Place Promised in Our Early Days
Kazuhiko Inoue,Mobile Suit Z Gundam: A New Translation - Heirs to the Stars
Kazuhiko Inoue,Naruto: Ultimate Ninja 2
Kazuhiko Inoue,Naruto the Movie: Ninja Clash in the Land of Snow
Kazuhiko Inoue,Chrono Crusade
Kazuhiko Inoue,Detective Conan: Magician of the Silver Sky
Kazuhiko Inoue,Legendz: Tale of the Dragon Kings
Kazuhiko Inoue,"God, Save Our King!"
Kazuhiko Inoue,Kidô senshi Gundam Seed MSV Astray
Kazuhiko Inoue,Naruto: The Lost Story - Mission: Protect the Waterfall Village
Kazuhiko Inoue,Naruto: Clash of Ninja 2
Kazuhiko Inoue,Naruto: Ultimate Ninja
Kazuhiko Inoue,The Galaxy Railways
Kazuhiko Inoue,Summon Night 2
Kazuhiko Inoue,Parasite Dolls
Kazuhiko Inoue,Kino's Journey
Kazuhiko Inoue,Detective Conan: Crossroad in the Ancient Capital
Kazuhiko Inoue,Naruto: Clash of Ninja
Kazuhiko Inoue,Spiral: The Bonds of Reasoning
Chie Nakamura,Boruto: Naruto Next Generations
Kazuhiko Inoue,Zone of the Enders: The 2nd Runner
Kazuhiko Inoue,Detective Conan: 16 Suspects!?
Kazuhiko Inoue,Naruto: Akaki yotsuba no kurôbâ o sagase
Kazuhiko Inoue,Pokémon
Kazuhiko Inoue,Haré+Guu Deluxe
Chie Nakamura,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat
Chie Nakamura,Jujutsu Kaisen
Chie Nakamura,Dororo
Chie Nakamura,Ace Attorney
Chie Nakamura,Soulcalibur VI
Chie Nakamura,Naruto to Boruto: Shinobi Striker
Chie Nakamura,Devilman: Crybaby
Chie Nakamura,Vatican Miracle Examiner
Chie Nakamura,God Wars: Toki o koete
Kazuhiko Inoue,Detective Conan: The Phantom of Baker Street
Kazuhiko Inoue,Kikaider 01: The Animation
Kazuhiko Inoue,Mon Colle Knights
Kazuhiko Inoue,Pokemon: The Legend of Thunder
Kazuhiko Inoue,Fruits Basket
Chie Nakamura,Naruto: Shippûden
Chie Nakamura,The Day Naruto Became Hokage
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Storm 4
Chie Nakamura,Mario & Sonic at the Rio 2016 Olympic Games
Chie Nakamura,Tokyo Ghoul: Pinto
Chie Nakamura,Boruto: Naruto The Movie
Chie Nakamura,Magic Kaito 1412
Chie Nakamura,The Last: Naruto the Movie
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Storm Revolution
Kazuhiko Inoue,Inuyasha
Kazuhiko Inoue,Cowboy Bebop: The Movie
Kazuhiko Inoue,Detective Conan: Countdown to Heaven
Kazuhiko Inoue,Weird Anime Excel Saga
Kazuhiko Inoue,Touch: Cross Road
Chie Nakamura,Granblue Fantasy
Chie Nakamura,Soulcalibur: Lost Swords
Chie Nakamura,Samurai Flamenco
Chie Nakamura,Killer Is Dead
Chie Nakamura,Naruto SD: Rock Lee & His Ninja Pals
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Storm 3
Chie Nakamura,Naruto Powerful Shippûden
Chie Nakamura,Eureka Seven: Ao
Chie Nakamura,Road to Ninja - Naruto the Movie
Kazuhiko Inoue,Clockwork Fighters Hiwou's War
Kazuhiko Inoue,Six Gates Far Away Mon Colle Knight: Legendary Fire Dragon
Kazuhiko Inoue,Detective Conan: Captured in Her Eyes
Kazuhiko Inoue,Banner of the Stars II
Kazuhiko Inoue,Summon Night
Chie Nakamura,Natsuyuki Rendezvous
Chie Nakamura,Stitch!
Chie Nakamura,Atelier Elkrone: Dear for Otomate
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Storm Generations
Chie Nakamura,Soulcalibur V
Chie Nakamura,K-On! The Movie
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Impact
Chie Nakamura,Naruto Shippuden the Movie: Blood Prison
Chie Nakamura,Sonic Free Riders
Kazuhiko Inoue,Gravitation
Kazuhiko Inoue,Seraphim Call
Kazuhiko Inoue,Gravitation: Lyrics of Love
Kazuhiko Inoue,Let's dance with Papa
Kazuhiko Inoue,Ring: The Final Chapter
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Storm 2
Chie Nakamura,K-On!
Chie Nakamura,Gekijô-ban Naruto: Soyokaze-den Naruto to majin to 3-tsu no onegai dattebayo!!
Chie Nakamura,Naruto Shippûden: The Lost Tower
Chie Nakamura,Naruto Shippûden: Kizuna Drive
Chie Nakamura,Naruto: The Cross Roads - Za kurosu rôzu
Chie Nakamura,Naruto Shippûden: Ultimate Ninja Heroes 3
Chie Nakamura,Naruto Shippûden: Dragon Blade Chronicles
Chie Nakamura,Naruto Shippûden: Legends: Akatsuki Rising
Kazuhiko Inoue,Legend of Basara
Kazuhiko Inoue,Tatchi: Are kara kimi wa... Miss Lonely Yesterday
Kazuhiko Inoue,Midnight Panther
Kazuhiko Inoue,Serial Experiments Lain
Kazuhiko Inoue,Blue Seed Beyond
Chie Nakamura,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Chie Nakamura,Gintama
Chie Nakamura,Naruto: The Broken Bond
Chie Nakamura,Naruto: Ultimate Ninja Storm
Chie Nakamura,Valkyrie Profile: Covenant of the Plume
Chie Nakamura,Naruto Shippuden: The Movie - Bonds
Chie Nakamura,Soulcalibur IV
Chie Nakamura,Shippû! 'Konoha gakuen' den
Chie Nakamura,Sonic Riders: Zero Gravity
Kazuhiko Inoue,Legend of the Galactic Heroes
Kazuhiko Inoue,Rurouni Kenshin: Requiem for the Ishin Patriots
Kazuhiko Inoue,Battle Athletes Victory
Kazuhiko Inoue,Blue Seed Ver. 1.5
Kazuhiko Inoue,X
Chie Nakamura,Naruto Shippûden: Ultimate Ninja 5
Chie Nakamura,Soulcalibur Legends
Chie Nakamura,Naruto Shippûden: The Movie
Chie Nakamura,Summer Days with Coo
Chie Nakamura,Naruto Shippûden: Ultimate Ninja 4
Chie Nakamura,Naruto
Chie Nakamura,Naruto: Uzumaki Chronicles 2
Chie Nakamura,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
Kazuhiko Inoue,Star Ocean
Kazuhiko Inoue,Seikimatsu Darling
Kazuhiko Inoue,Saint Tail
Kazuhiko Inoue,Super Atragon
Chie Nakamura,Battle Stadium D.O.N.
Chie Nakamura,XXXHOLiC
Chie Nakamura,Eureka Seven Vol.2: The New Vision
Chie Nakamura,Gun-dou Musashi
Chie Nakamura,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress
Chie Nakamura,Sonic Riders
Chie Nakamura,Naruto: Finally a Clash!! Jounin vs. Genin!
Chie Nakamura,Naruto: Ultimate Ninja 3
Chie Nakamura,Tales of the Abyss
Kazuhiko Inoue,Tales of Phantasia
Kazuhiko Inoue,Bio Hunter
Kazuhiko Inoue,Roboman Hakaider
Kazuhiko Inoue,Seirei Tsukai
Kazuhiko Inoue,Blue Seed Omake
Chie Nakamura,Ginban Kaleidoscope
Chie Nakamura,Eureka Seven Vol.1: The New Wave
Chie Nakamura,Naruto the Movie 2: Legend of the Stone of Gelel
Chie Nakamura,Naruto: Gekito Ninja Taisen! 3
Chie Nakamura,Gankutsuou: The Count of Monte Cristo
Chie Nakamura,Naruto: Ultimate Ninja 2
Chie Nakamura,Naruto: Hidden Leaf Village Grand Sports Festival
Chie Nakamura,Naruto the Movie: Ninja Clash in the Land of Snow
Kazuhiko Inoue,Zeiram 2
Kazuhiko Inoue,Kusatta kyoshi no hoteishiki
Kazuhiko Inoue,Blue Seed
Kazuhiko Inoue,Legend of the Galactic Heroes: Overture to a New War
Kazuhiko Inoue,Oishinbo: Nichibei kome sensô
Chie Nakamura,Gilgamesh
Chie Nakamura,Bottle Fairy
Chie Nakamura,Naruto: The Lost Story - Mission: Protect the Waterfall Village
Chie Nakamura,Naruto: Clash of Ninja 2
Chie Nakamura,Naruto: Ultimate Ninja
Chie Nakamura,Naruto: Clash of Ninja
Chie Nakamura,Naruto: Akaki yotsuba no kurôbâ o sagase
Chie Nakamura,Legend of Himiko
Chie Nakamura,Weiß Kreuz: OVA
Kazuhiko Inoue,Akai Hayate
Kazuhiko Inoue,Oishinbo: Kyûkyoku tai shikô chôju ryôri taiketsu!!
Kazuhiko Inoue,Adventures of Puss-in-Boots
Kazuhiko Inoue,Oishinbo
Kazuhiko Inoue,Boyfriend
Chie Nakamura,You're Under Arrest: The Movie
Chie Nakamura,Dual! Paralle lunlun monogatari
Chie Nakamura,LA Waltz
Kazuhiko Inoue,Gall Force: New Era
Kazuhiko Inoue,Here Is Greenwood
Kazuhiko Inoue,The Heroic Legend of Arislan
Kazuhiko Inoue,"Ranma ½: The Movie, Big Trouble in Nekonron, China"
Kazuhiko Inoue,Handsome Girl
Kazuhiko Inoue,Urusei Yatsura: Date with a Spirit
Kazuhiko Inoue,Luna Varga
Kazuhiko Inoue,Sword for Truth
Kazuhiko Inoue,Sonic Soldier Borgman: Lover's Rain
Kazuhiko Inoue,Burning Blood
Kazuhiko Inoue,Guardian of Darkness
Kazuhiko Inoue,Five Star Stories
Kazuhiko Inoue,Gall Force: Earth Chapter
Kazuhiko Inoue,Rhea Gall Force
Kazuhiko Inoue,Sonic Soldier Borgman: Last Battle
Kazuhiko Inoue,Earthian
Kazuhiko Inoue,Spirit Warrior
Kazuhiko Inoue,Fûma no Kojirô: Yasha-hen
Kazuhiko Inoue,Wrath of the Ninja: The Yotoden Movie
Kazuhiko Inoue,Urusei Yatsura: Raging Sherbet
Kazuhiko Inoue,Yotoden: Chronicle of the Warlord Period
Kazuhiko Inoue,Starship Troopers
Kazuhiko Inoue,Sunny Ryoko! You Were There in a Dream
Kazuhiko Inoue,Êsu wo nerae! 2
Kazuhiko Inoue,Zillion: Burning Night
Kazuhiko Inoue,Sonic Soldier Borgman
Kazuhiko Inoue,Hâbâ raito monogatari: Fasshon Rara yori
Kazuhiko Inoue,Legend of the Galactic Heroes: My Conquest Is the Sea of Stars
Kazuhiko Inoue,Leina: Wolf Sword Legend
Kazuhiko Inoue,Junk Boy
Kazuhiko Inoue,Battle Royal High School
Kazuhiko Inoue,The Samurai
Kazuhiko Inoue,Seishun anime zenshû
Kazuhiko Inoue,Demon of Steel: Battle of the Great Demon Beasts
Kazuhiko Inoue,Hyper Combat Unit Dangaioh
Kazuhiko Inoue,Hi no tori: Yamato-hen
Kazuhiko Inoue,Urusei Yatsura: Inaba the Dreammaker
Kazuhiko Inoue,Knights of the Zodiac
Kazuhiko Inoue,Tatchi 3: Kimi ga tôrisugita ato ni
Kazuhiko Inoue,Dagram VS Round-Facer
Kazuhiko Inoue,Please Open the Door
Kazuhiko Inoue,Grey Digital Target
Kazuhiko Inoue,Tatchi 2: Sayonara no Okurimono
Kazuhiko Inoue,Urban Square
Kazuhiko Inoue,Blue Comet SPT Layzner OVA
Kazuhiko Inoue,Windaria
Kazuhiko Inoue,Captain Tsubasa Movie 04: The Great World Competition! The Junior World Cup
Kazuhiko Inoue,Machine Robo: Cronos no dai Gyakushû
Kazuhiko Inoue,Megazone 23 Part II: Please Give Me Your Secret
Kazuhiko Inoue,Mobile Suit Zeta Gundam
Kazuhiko Inoue,Flaming Alpine Rose: Jeudi & Lundi
Kazuhiko Inoue,Love Position Halley Densetsu
Kazuhiko Inoue,Urusei Yatsura
Kazuhiko Inoue,Showa Ahozoshi Akanuke Ichiban
Kazuhiko Inoue,Ninja Robots
Kazuhiko Inoue,Blue Comet SPT Layzner
Kazuhiko Inoue,Sei jûshi Bisumaruku
Kazuhiko Inoue,Dream Dimension Hunter Fandora
Kazuhiko Inoue,Cosmo Police Justy
Kazuhiko Inoue,Jasuti
Kazuhiko Inoue,Mahô no tenshi Creamy Mami: Long Goodbye
Kazuhiko Inoue,Magical Fairy Persia
Kazuhiko Inoue,Lunn Flies Into the Wind
Kazuhiko Inoue,Touch
Kazuhiko Inoue,Once More Forever
Kazuhiko Inoue,What's Up Mechadoc
Kazuhiko Inoue,Kikô Kai Garian
Kazuhiko Inoue,"Bagi, the Monster of Mighty Nature"
Kazuhiko Inoue,"Katri, Girl of the Meadows"
Kazuhiko Inoue,Okawari-Boy Starzan S
Kazuhiko Inoue,Magical Angel Creamy Mami
Kazuhiko Inoue,Super Dimensional Cavalry: Southern Cross
Kazuhiko Inoue,Captain Tsubasa
Kazuhiko Inoue,Patalliro!
Kazuhiko Inoue,Lucy-May of the Southern Rainbow
Kazuhiko Inoue,The Ideon: A Contact
Kazuhiko Inoue,Hello! Spank
Kazuhiko Inoue,Beast King GoLion
Kazuhiko Inoue,Space Warriors Baldios
Kazuhiko Inoue,21 emon: Uchû e irasshai!
Kazuhiko Inoue,Cyborg 009: Legend of the Super Galaxy
Kazuhiko Inoue,Tondemo Senshi Muteking
Kazuhiko Inoue,Space Warrior Baldios
Kazuhiko Inoue,The White Whale of Mu
Kazuhiko Inoue,Anne of Green Gables
Kazuhiko Inoue,Animated Travels: Marco Polo's Adventures
Kazuhiko Inoue,Captain Future
Kazuhiko Inoue,Doraemon
Kazuhiko Inoue,Cyborg 009
Kazuhiko Inoue,Candy Candy
Kazuhiko Inoue,Galaxy Express 999
Kazuhiko Inoue,Captain Future: The Great Race in the Solar System
Kazuhiko Inoue,Space Pirate Captain Harlock
Kazuhiko Inoue,Space Pirate Captain Harlock: The Mystery of the Arcadia
Kazuhiko Inoue,Danguard Ace: The Great Space War
Kazuhiko Inoue,Ultra-Transforming Magic Robot Ginguiser
Kazuhiko Inoue,Space Battleship Yamato
Junko Takeuchi,Boruto: Naruto Next Generations
Junko Takeuchi,100-man no Inochi no Ue ni Ore wa Tatte Iru
Junko Takeuchi,Mazica Party
Junko Takeuchi,Digimon Adventure: Last Evolution Kizuna
Junko Takeuchi,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson
Junko Takeuchi,POP TEAM EPIC TV Special
Junko Takeuchi,Dororo
Junko Takeuchi,Jump Force
Junko Takeuchi,Inazuma Eleven: Orion no Kokuin
Junko Takeuchi,Naruto to Boruto: Shinobi Striker
Junko Takeuchi,Digimon Adventure tri. Part 6: Future
Junko Takeuchi,After the Rain
Junko Takeuchi,Onmyoji
Junko Takeuchi,Digimon Adventure tri. Part 5: Coexistence
Junko Takeuchi,Little Witch Academia
Junko Takeuchi,Naruto: Shippûden
Junko Takeuchi,Digimon Adventure tri. Part 4: Loss
Junko Takeuchi,Fire Emblem Heroes
Junko Takeuchi,Boruto: Jump Festa Special
Junko Takeuchi,Nyanbo!
Junko Takeuchi,Digimon Adventure Tri. Part 3: Confession
Junko Takeuchi,Kochira Katsushika-ku Kamearikouen-mae Hashutsujo The Final: Ryotsu Kankichi Saigo no Hi
Junko Takeuchi,The Day Naruto Became Hokage
Junko Takeuchi,Yu-Gi-Oh!: The Dark Side of Dimensions
Junko Takeuchi,Digimon Adventure tri. Part 2: Determination
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Storm 4
Junko Takeuchi,Digimon Adventure tri. Part 1: Reunion
Junko Takeuchi,Grand Kingdom
Junko Takeuchi,Boruto: Naruto The Movie
Junko Takeuchi,"Hoopa, the Mischief Pokémon"
Junko Takeuchi,The Last: Naruto the Movie
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Storm Revolution
Junko Takeuchi,Inazuma Eleven: Chou Jigen Dream Match
Junko Takeuchi,J-Stars Victory Vs
Junko Takeuchi,Pokémon Origins
Junko Takeuchi,Polar Bear's Café
Junko Takeuchi,Naruto SD: Rock Lee & His Ninja Pals
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Storm 3
Junko Takeuchi,Digimon Adventure
Junko Takeuchi,Naruto Powerful Shippûden
Junko Takeuchi,Road to Ninja - Naruto the Movie
Junko Takeuchi,Inazuma Eleven Go 2: Chrono Stone
Junko Takeuchi,Precure All Stars New Stage Movie: Friends of the Future
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Storm Generations
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Impact
Junko Takeuchi,One Piece
Junko Takeuchi,Honoo no Chuunin Shiken! Naruto vs Konohamaru
Junko Takeuchi,Naruto Shippuden the Movie: Blood Prison
Junko Takeuchi,Gintama
Junko Takeuchi,Pokémon
Junko Takeuchi,Buddha: The Great Departure
Junko Takeuchi,Children Who Chase Lost Voices
Junko Takeuchi,Inazuma Eleven: The Movie
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Storm 2
Junko Takeuchi,Highschool of the Dead
Junko Takeuchi,Gekijô-ban Naruto: Soyokaze-den Naruto to majin to 3-tsu no onegai dattebayo!!
Junko Takeuchi,Naruto Shippûden: The Lost Tower
Junko Takeuchi,Naruto Shippûden: Kizuna Drive
Junko Takeuchi,Planzet
Junko Takeuchi,Eiga Purikyua ôru sutâzu DX 2: Kibou no hikari Reinbô jueru o mamore!
Junko Takeuchi,Naruto: The Cross Roads - Za kurosu rôzu
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja Heroes 3
Junko Takeuchi,Naruto Shippûden: Dragon Blade Chronicles
Junko Takeuchi,Digimon Adventure 3D: Digimon Grand Prix!
Junko Takeuchi,Naruto Shippûden: Legends: Akatsuki Rising
Junko Takeuchi,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Junko Takeuchi,Natsume's Book of Friends
Junko Takeuchi,Eiga! Tamagotchi: Uchû ichi happy na monogatari!?
Junko Takeuchi,Naruto: The Broken Bond
Junko Takeuchi,Iesu! Purikyua 5 gô gô! Okashi no kuni no happî bâsudei
Junko Takeuchi,Naruto: Ultimate Ninja Storm
Junko Takeuchi,Inazuma Eleven
Junko Takeuchi,Naruto Shippuden: The Movie - Bonds
Junko Takeuchi,Shippû! 'Konoha gakuen' den
Junko Takeuchi,Yes! Purikyua 5 go go!
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja 5
Junko Takeuchi,Naruto Shippûden: The Movie
Junko Takeuchi,Claymore
Junko Takeuchi,Naruto Shippûden: Ultimate Ninja 4
Junko Takeuchi,Sisters of Wellber
Junko Takeuchi,Onegai mai merodi: Sukkiri
Junko Takeuchi,Shonen onmyoji
Junko Takeuchi,Yes! Pretty Cure 5
Junko Takeuchi,Naruto
Junko Takeuchi,Yes! Precure 5
Junko Takeuchi,Naruto: Uzumaki Chronicles 2
Junko Takeuchi,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
Junko Takeuchi,Battle Stadium D.O.N.
Junko Takeuchi,Ouran High School Host Club
Junko Takeuchi,Princess Princess
Junko Takeuchi,Yonna in the Solitary Fortress
Junko Takeuchi,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress
Junko Takeuchi,Oroshitate Musical Nerima Daikon Brothers
Junko Takeuchi,Naruto: Finally a Clash!! Jounin vs. Genin!
Junko Takeuchi,Naruto: Ultimate Ninja 3
Junko Takeuchi,Kôdo eiji komandâzu: Tsugu mono tsugareru mono
Junko Takeuchi,Monster
Junko Takeuchi,Zettai Shonen
Junko Takeuchi,Naruto the Movie 2: Legend of the Stone of Gelel
Junko Takeuchi,Kakurenbo
Junko Takeuchi,Radiata Stories
Junko Takeuchi,Naruto: Gekito Ninja Taisen! 3
